Block,Size,Plot,Species,ID,Area (cm2),Time 1,Dry Mass (g),SLA 1,Area (cm2),Time 2,Dry Mass (g),SLA 2,Area (cm2),Time 3,Dry Mass (g),SLA 3
6,2,4,Taraxacum officinale,BR,9.83,12-Jun,0.026,378.0769231,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,2,4,Taraxacum officinale,B,31.96,12-Jun,0.092,347.3913043,125.71,15-Jul,0.5934,211.8469835,211.52,12-Aug,0.9392,225.2129472
6,2,4,Taraxacum officinale,RW,24.85,12-Jun,0.061,407.3770492,111.14,15-Jul,0.3164,351.2642225,,12-Aug,,#DIV/0!
6,2,4,Veronica arvensis,BRW,0.27,12-Jun,0.001,270,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,2,4,Veronica arvensis,B,0.27,12-Jun,0.001,270,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,2,4,Veronica arvensis,R,0.58,12-Jun,0.001,580,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
7,0.5,1,Barbarea vulgaris,BW,2.23,12-Jun,0.001,2230,4.21,15-Jul,0.0102,412.745098,,13-Aug,,#DIV/0!
7,0.5,1,Barbarea vulgaris,RW,5.42,12-Jun,0.017,318.8235294,6.96,15-Jul,0.0138,504.3478261,,13-Aug,,#DIV/0!
7,0.5,1,Ratibida pinnata,BR,14.93,12-Jun,0.046,324.5652174,,15-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,0.5,1,Ratibida pinnata,B,4.69,12-Jun,0.014,335,17.11,15-Jul,0.0526,325.2851711,2.81,13-Aug,0.0224,125.4464286
7,0.5,1,Ratibida pinnata,RW,4.68,12-Jun,0.001,4680,6.12,15-Jul,0.0154,397.4025974,6.3,13-Aug,0.0391,161.1253197
7,0.5,1,Solidago canadensis,BR,15.4,12-Jun,0.081,190.1234568,4.22,15-Jul,0.0205,205.8536585,13.02,13-Aug,0.0785,165.8598726
7,0.5,1,Solidago canadensis,BW,8.15,12-Jun,0.036,226.3888889,3.07,15-Jul,0.0132,232.5757576,6.13,13-Aug,0.0397,154.4080605
7,0.5,1,Solidago canadensis,RW,12.37,12-Jun,0.035,353.4285714,,15-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,0.5,1,Solidago nemoralis,BR,19.37,12-Jun,0.087,222.6436782,6.69,15-Jul,0.0359,186.3509749,13.98,13-Aug,0.0846,165.248227
7,0.5,1,Solidago nemoralis,B,17.31,12-Jun,0.087,198.9655172,4.7,15-Jul,0.0244,192.6229508,14.21,13-Aug,0.1101,129.0644868
7,0.5,1,Solidago nemoralis,RW,5.04,12-Jun,0.027,186.6666667,17,15-Jul,0.0918,185.1851852,15.55,13-Aug,0.1118,139.0876565
7,0.5,1,Taraxacum officinale,RW,174.53,12-Jun,0.135,1292.814815,79.15,15-Jul,0.2399,329.9291371,87.07,13-Aug,0.4114,211.6431697
7,0.5,3,Bromus inermis,RW,7.61,12-Jun,0.031,245.483871,10.82,15-Jul,0.0403,268.4863524,8.21,13-Aug,0.0551,149.0018149
7,0.5,3,Bromus inermis,BR,9.36,12-Jun,0.034,275.2941176,3.78,15-Jul,0.0115,328.6956522,2.73,13-Aug,0.0243,112.345679
7,0.5,3,Bromus inermis,BW,16.12,12-Jun,0.08,201.5,13.7,15-Jul,0.058,236.2068966,11.07,13-Aug,0.0764,144.895288
7,0.5,3,Monarda fistulosa,BW,9.51,12-Jun,0.038,250.2631579,15.15,15-Jul,0.0492,307.9268293,10.67,13-Aug,0.0518,205.984556
7,0.5,3,Monarda fistulosa,RW,5.98,12-Jun,0.016,373.75,12.75,15-Jul,0.0338,377.2189349,17.03,13-Aug,0.0589,289.1341256
7,0.5,3,Monarda fistulosa,BRW,13.98,12-Jun,0.077,181.5584416,16.95,15-Jul,0.058,292.2413793,8.47,13-Aug,0.0368,230.1630435
7,2,2,Calystegia sepium,BW,5.97,12-Jun,0.009,663.3333333,19.3,15-Jul,0.0534,361.423221,,13-Aug,,#DIV/0!
7,2,2,Calystegia sepium,B,8.47,12-Jun,0.015,564.6666667,11.42,15-Jul,0.0178,641.5730337,,13-Aug,,#DIV/0!
7,2,2,Calystegia sepium,RW,8.48,12-Jun,0.016,530,,15-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,2,2,Festuca rubra,B,0.82,12-Jun,0.001,820,1.66,15-Jul,0.0127,130.7086614,1.38,13-Aug,0.0192,71.875
7,2,2,Festuca rubra,BR,0.71,12-Jun,0.005,142,,15-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,2,2,Galium aparine,RW,0.83,12-Jun,0.001,830,,15-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,2,2,Monarda fistulosa,B,13.63,12-Jun,0.054,252.4074074,19.42,15-Jul,0.0891,217.9573513,,13-Aug,,#DIV/0!
7,2,2,Monarda fistulosa,BR,17.38,12-Jun,0.111,156.5765766,7.57,15-Jul,0.0321,235.8255452,9.02,13-Aug,0.0411,219.4647202
7,2,2,Monarda fistulosa,RW,24.93,12-Jun,0.12,207.75,13.65,15-Jul,0.0718,190.1114206,14.35,13-Aug,0.0489,293.4560327
7,2,2,Oenothera biennis,BW,13.69,12-Jun,0.05,273.8,,17-Jul,,#DIV/0!,8.61,13-Aug,0.0342,251.754386
7,2,2,Panicum capillare,B,3.07,12-Jun,0.014,219.2857143,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,2,2,Solidago canadensis,BR,3.96,12-Jun,0.021,188.5714286,15.96,17-Jul,0.0627,254.5454545,,13-Aug,,#DIV/0!
7,2,2,Solidago canadensis,B,7.71,12-Jun,0.052,148.2692308,7.66,17-Jul,0.0506,151.3833992,17.09,13-Aug,0.1018,167.8781925
7,2,2,Solidago canadensis,RW,11.22,12-Jun,0.057,196.8421053,7.8,17-Jul,0.0484,161.1570248,11.09,13-Aug,0.0838,132.3389021
7,2,2,Solidago nemoralis,R,21.96,12-Jun,0.131,167.6335878,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,2,2,Symphyotrichum novae-angliae,BR,14.67,12-Jun,0.086,170.5813953,9.81,17-Jul,0.0564,173.9361702,15.37,13-Aug,0.0698,220.2005731
7,2,2,Symphyotrichum novae-angliae,BW,13.73,12-Jun,0.072,190.6944444,8.2,17-Jul,0.0409,200.4889976,15.43,13-Aug,0.0798,193.358396
7,2,2,Symphyotrichum novae-angliae,RW,12.34,12-Jun,0.06,205.6666667,10.34,17-Jul,0.0453,228.2560706,5.37,13-Aug,0.0213,252.1126761
7,2,2,Taraxacum officinale,BRW,17.81,12-Jun,0.046,387.173913,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,2,2,Taraxacum officinale,B,10.11,12-Jun,0.019,532.1052632,55.9,17-Jul,0.1706,327.6670574,21.74,13-Aug,0.1275,170.5098039
7,2,2,Taraxacum officinale,RW,53.33,12-Jun,0.16,333.3125,72.7,17-Jul,0.1837,395.7539467,,13-Aug,,#DIV/0!
7,2,4,Calystegia sepium,R,12.52,12-Jun,0.024,521.6666667,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,2,4,Calystegia sepium,B,11.01,12-Jun,0.022,500.4545455,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,2,4,Daucus carota,B,,,,#DIV/0!,20.38,,0.075,271.7333333,,13-Aug,,#DIV/0!
7,2,4,Festuca rubra,RW,1.1,12-Jun,0.006,183.3333333,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,2,4,Festuca rubra,BW,0.74,12-Jun,0.001,740,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,2,4,Festuca rubra,BRW,0.82,12-Jun,0.001,820,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,2,4,Galium aparine,B,0.94,12-Jun,0.001,940,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,2,4,Galium aparine,RW,0.35,12-Jun,0.001,350,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,2,4,Galium aparine,BR,1.08,12-Jun,0.001,1080,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,2,4,Monarda fistulosa,BR,33.39,12-Jun,0.098,340.7142857,7.61,17-Jul,0.0339,224.4837758,,13-Aug,,#DIV/0!
7,2,4,Monarda fistulosa,B,12.57,12-Jun,0.058,216.7241379,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,2,4,Monarda fistulosa,R,14.86,12-Jun,0.023,646.0869565,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,2,4,Oenothera biennis,BRW,32.29,12-Jun,0.151,213.8410596,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,2,4,Oenothera biennis,RW,28.07,12-Jun,0.107,262.3364486,16.68,17-Jul,0.0825,202.1818182,10.9,13-Aug,0.0474,229.9578059
7,2,4,Oenothera biennis,B,24.64,12-Jun,0.092,267.826087,14.32,17-Jul,0.0704,203.4090909,9.98,13-Aug,0.0523,190.8221797
7,2,4,Oxalis stricta,B,0.42,12-Jun,0.001,420,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,2,4,Oxalis stricta,R,0.25,12-Jun,,#DIV/0!,0.96,17-Jul,0.0014,685.7142857,1.01,13-Aug,0.0013,776.9230769
7,2,4,Oxalis stricta,BR,0.81,12-Jun,0.001,810,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,2,4,Solidago canadensis,BW,16.35,12-Jun,0.106,154.245283,10.77,17-Jul,0.0729,147.7366255,8.59,13-Aug,0.0861,99.76771196
7,2,4,Solidago canadensis,RW,12.75,12-Jun,0.055,231.8181818,9.05,17-Jul,0.0311,290.9967846,7.42,13-Aug,0.0504,147.2222222
7,2,4,Solidago canadensis,BRW,20.09,12-Jun,0.114,176.2280702,19.17,17-Jul,0.1154,166.117851,6.33,13-Aug,0.0582,108.7628866
7,2,4,Stellaria media,BR,0.64,12-Jun,0.001,640,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,2,4,Stellaria media,B,1.68,12-Jun,0.001,1680,1.82,17-Jul,0.0025,728,0.33,13-Aug,0.0012,275
7,2,4,Stellaria media,R,2.04,12-Jun,0.001,2040,1.08,17-Jul,0.0012,900,0.67,13-Aug,0.0022,304.5454545
7,2,4,Symphyotrichum novae-angliae,BR,8.92,12-Jun,0.047,189.787234,3.27,17-Jul,0.0133,245.8646617,4.36,13-Aug,0.0252,173.015873
7,2,4,Symphyotrichum novae-angliae,W,14.73,12-Jun,0.062,237.5806452,13.24,17-Jul,0.0415,319.0361446,4.88,13-Aug,0.02,244
7,2,4,Symphyotrichum novae-angliae,BW,17.25,12-Jun,0.074,233.1081081,21.64,17-Jul,0.0538,402.2304833,12.48,13-Aug,0.0493,253.1440162
7,2,4,Taraxacum officinale,BRW,5.46,12-Jun,0.012,455,16.17,17-Jul,0.0281,575.4448399,9.52,13-Aug,0.0277,343.6823105
7,2,4,Taraxacum officinale,BW,36.6,12-Jun,0.135,271.1111111,33.79,17-Jul,0.1328,254.4427711,,13-Aug,,#DIV/0!
7,2,4,Taraxacum officinale,RW,232.82,12-Jun,0.314,741.4649682,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
7,2,4,Veronica arvensis,BR,1.44,12-Jun,0.001,1440,0.69,17-Jul,0.0005,1380,,13-Aug,,#DIV/0!
7,2,4,Veronica arvensis,B,0.65,12-Jun,0.001,650,0.73,17-Jul,0.0009,811.1111111,,13-Aug,,#DIV/0!
7,2,4,Veronica arvensis,R,0.7,12-Jun,0.001,700,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
8,0.5,1,Festuca rubra,RW,0.62,13-Jun,0.001,620,1.07,17-Jul,0.0078,137.1794872,,13-Aug,,#DIV/0!
8,0.5,1,Festuca rubra,BW,0.41,13-Jun,0.001,410,0.75,17-Jul,0.0055,136.3636364,,13-Aug,,#DIV/0!
8,0.5,1,Festuca rubra,BRW,0.57,13-Jun,0.001,570,0.92,17-Jul,0.0096,95.83333333,,13-Aug,,#DIV/0!
8,0.5,1,Monarda fistulosa,BRW,5.8,13-Jun,0.03,193.3333333,9.16,17-Jul,0.0426,215.0234742,,13-Aug,,#DIV/0!
8,0.5,1,Monarda fistulosa,RW,7.83,13-Jun,0.033,237.2727273,5.97,17-Jul,0.035,170.5714286,11.31,13-Aug,0.0604,187.2516556
8,0.5,1,Monarda fistulosa,BW,8.33,13-Jun,0.038,219.2105263,15.22,17-Jul,0.0721,211.0957004,4.67,13-Aug,0.0273,171.0622711
8,0.5,1,Solidago canadensis,RW,,13-Jun,0.061,0,11.53,17-Jul,0.0565,204.0707965,8.72,13-Aug,0.0509,171.3163065
8,0.5,1,Solidago canadensis,BRW,,13-Jun,0.048,0,12.81,17-Jul,0.0645,198.6046512,7.18,13-Aug,0.059,121.6949153
8,0.5,1,Solidago canadensis,BW,15.33,13-Jun,0.036,425.8333333,7.17,17-Jul,0.0508,141.1417323,6.62,13-Aug,0.0643,102.9548989
8,0.5,3,Asclepias syriaca,B,17.87,13-Jun,0.015,1191.333333,17.11,17-Jul,0.0506,338.1422925,,13-Aug,,#DIV/0!
8,0.5,3,Festuca rubra,BRW,0.77,13-Jun,0.001,770,1.14,17-Jul,0.0114,100,,13-Aug,,#DIV/0!
8,0.5,3,Festuca rubra,BW,0.92,13-Jun,0.001,920,1.87,17-Jul,0.0122,153.2786885,,13-Aug,,#DIV/0!
8,0.5,3,Festuca rubra,RW,0.5,13-Jun,0.001,500,1.76,17-Jul,0.0121,145.4545455,,13-Aug,,#DIV/0!
8,0.5,3,Monarda fistulosa,RW,10.25,13-Jun,0.04,256.25,6.1,17-Jul,0.0324,188.2716049,4.18,13-Aug,0.019,220
8,0.5,3,Monarda fistulosa,BRW,12.31,13-Jun,0.052,236.7307692,10.83,17-Jul,0.0576,188.0208333,6.45,13-Aug,0.0305,211.4754098
8,0.5,3,Monarda fistulosa,BW,7.32,13-Jun,0.028,261.4285714,8.86,17-Jul,0.0434,204.1474654,3.31,13-Aug,0.0209,158.3732057
8,0.5,3,Solidago canadensis,BW,25.6,13-Jun,0.117,218.8034188,10.51,17-Jul,0.0955,110.052356,15.94,13-Aug,0.1595,99.93730408
8,0.5,3,Solidago canadensis,BRW,11.38,13-Jun,0.057,199.6491228,8.43,17-Jul,0.0515,163.6893204,3.66,13-Aug,0.0296,123.6486486
8,0.5,3,Solidago canadensis,RW,16.3,13-Jun,0.092,177.173913,5.45,17-Jul,0.0484,112.6033058,7.81,13-Aug,0.0867,90.08073818
8,0.5,3,Solidago rigida,RW,68.82,13-Jun,0.304,226.3815789,119.01,17-Jul,0.9204,129.3024772,81.84,13-Aug,0.7824,104.601227
8,2,2,Asclepias syriaca,R,20.48,13-Jun,0.107,191.4018692,105.2,17-Jul,0.6177,170.3092116,60.74,13-Aug,0.5157,117.781656
8,2,2,Bromus inermis,RW,11.12,13-Jun,0.046,241.7391304,9.55,17-Jul,0.0479,199.3736952,,13-Aug,,#DIV/0!
8,2,2,Bromus inermis,BW,13.19,13-Jun,0.057,231.4035088,9.21,17-Jul,0.0423,217.7304965,9.98,13-Aug,0.0696,143.3908046
8,2,2,Bromus inermis,BRW,17.71,13-Jun,0.096,184.4791667,10.07,17-Jul,0.0547,184.095064,7.44,13-Aug,0.0765,97.25490196
8,2,2,Coreopsis tripteris,RW,16.06,13-Jun,0.105,152.952381,20.28,17-Jul,0.1601,126.6708307,29.75,13-Aug,0.3008,98.90292553
8,2,2,Coreopsis tripteris,BRW,42.52,13-Jun,0.222,191.5315315,20.27,17-Jul,0.1602,126.5293383,25.54,13-Aug,0.2649,96.41374103
8,2,2,Coreopsis tripteris,BW,25.31,13-Jun,0.133,190.3007519,14.57,17-Jul,0.1251,116.4668265,20.01,13-Aug,0.3027,66.10505451
8,2,2,Festuca rubra,BRW,0.59,13-Jun,0.001,590,0.86,17-Jul,0.0052,165.3846154,2.06,13-Aug,0.0292,70.54794521
8,2,2,Festuca rubra,RW,0.55,13-Jun,0.001,550,1.52,17-Jul,0.009,168.8888889,,13-Aug,,#DIV/0!
8,2,2,Festuca rubra,BW,0.37,13-Jun,0.001,370,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
8,2,2,Monarda fistulosa,BRW,6.15,13-Jun,0.022,279.5454545,4.06,17-Jul,0.0198,205.0505051,6.9,13-Aug,0.0301,229.2358804
8,2,2,Monarda fistulosa,BW,2.34,13-Jun,0.001,2340,1.83,17-Jul,0.0078,234.6153846,,13-Aug,,#DIV/0!
8,2,2,Monarda fistulosa,RW,1.35,13-Jun,0.001,1350,1.55,17-Jul,0.0038,407.8947368,2.43,13-Aug,0.0061,398.3606557
8,2,2,Ratibida pinnata,BRW,27.08,13-Jun,0.125,216.64,46.64,17-Jul,0.4278,109.0229079,45.67,13-Aug,0.3775,120.9801325
8,2,2,Ratibida pinnata,BW,16.19,13-Jun,0.071,228.028169,104.68,17-Jul,0.7182,145.7532721,15.14,13-Aug,0.1723,87.8699942
8,2,2,Ratibida pinnata,RW,44.96,13-Jun,0.221,203.438914,92.18,17-Jul,0.4386,210.1687187,44.92,13-Aug,0.3659,122.765783
8,2,2,Solidago canadensis,RW,8.11,13-Jun,0.037,219.1891892,6.03,17-Jul,0.0411,146.7153285,,13-Aug,,#DIV/0!
8,2,2,Solidago canadensis,BW,32.87,13-Jun,0.136,241.6911765,4.37,17-Jul,0.0288,151.7361111,15.17,13-Aug,0.1105,137.2850679
8,2,2,Solidago canadensis,BR,12.21,13-Jun,0.028,436.0714286,4.25,17-Jul,0.0252,168.6507937,5.08,13-Aug,0.0323,157.2755418
8,2,2,Solidago nemoralis,BW,13.19,13-Jun,0.072,183.1944444,9.64,17-Jul,0.066,146.0606061,9.31,13-Aug,0.0741,125.6410256
8,2,2,Solidago nemoralis,BRW,13.53,13-Jun,0.071,190.5633803,8.57,17-Jul,0.037,231.6216216,3.83,13-Aug,0.0322,118.9440994
8,2,2,Solidago nemoralis,RW,5.82,13-Jun,0.029,200.6896552,7.89,17-Jul,0.0488,161.6803279,5.4,13-Aug,0.0364,148.3516484
8,2,2,Symphyotrichum novae-angliae,BW,12.07,13-Jun,0.039,309.4871795,9.49,17-Jul,0.0345,275.0724638,3.67,13-Aug,0.0156,235.2564103
8,2,2,Symphyotrichum novae-angliae,RW,8.33,13-Jun,0.019,438.4210526,8.22,17-Jul,0.0229,358.9519651,6.96,13-Aug,0.0307,226.7100977
8,2,2,Symphyotrichum novae-angliae,BRW,11.09,13-Jun,0.033,336.0606061,7.33,17-Jul,0.0321,228.3489097,3.2,13-Aug,0.0111,288.2882883
8,2,2,Taraxacum officinale,BW,5.35,13-Jun,0.01,535,2.55,17-Jul,0.0051,500,3.66,13-Aug,0.0146,250.6849315
8,2,2,Taraxacum officinale,RW,4.81,13-Jun,0.012,400.8333333,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
8,2,4,Bromus inermis,RW,10.99,13-Jun,0.046,238.9130435,7.99,17-Jul,0.0429,186.2470862,5.89,13-Aug,0.0344,171.2209302
8,2,4,Bromus inermis,BW,26.84,13-Jun,0.145,185.1034483,16.77,17-Jul,0.1045,160.4784689,18.79,13-Aug,0.1413,132.9794763
8,2,4,Bromus inermis,BRW,17.49,13-Jun,0.079,221.3924051,13.51,17-Jul,0.0728,185.5769231,15.25,13-Aug,0.0835,182.6347305
8,2,4,Calystegia sepium,B,,,,#DIV/0!,3.25,,0.0098,331.6326531,,13-Aug,,#DIV/0!
8,2,4,Coreopsis tripteris,BW,25.57,13-Jun,0.16,159.8125,6.22,17-Jul,0.0408,152.4509804,,13-Aug,,#DIV/0!
8,2,4,Coreopsis tripteris,RW,33.27,13-Jun,0.241,138.0497925,15.43,17-Jul,0.1433,107.6762038,23.8,13-Aug,0.4218,56.4248459
8,2,4,Coreopsis tripteris,BRW,7.62,13-Jun,0.061,124.9180328,11.69,17-Jul,0.0914,127.8993435,16.67,13-Aug,0.2484,67.10950081
8,2,4,Festuca rubra,RW,0.61,13-Jun,0.001,610,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
8,2,4,Festuca rubra,BRW,0.37,13-Jun,0.001,370,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
8,2,4,Festuca rubra,BW,0.74,13-Jun,0.001,740,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
8,2,4,Ratibida pinnata,RW,10.76,13-Jun,0.047,228.9361702,38.08,17-Jul,0.3395,112.1649485,20.82,13-Aug,0.1665,125.045045
8,2,4,Ratibida pinnata,BW,20.9,13-Jun,0.072,290.2777778,40.65,17-Jul,0.2847,142.7818757,44.06,13-Aug,0.4262,103.3786954
8,2,4,Ratibida pinnata,BRW,1.34,13-Jun,0.001,1340,42.58,17-Jul,0.349,122.0057307,,13-Aug,,#DIV/0!
8,2,4,Solidago canadensis,BW,16.83,13-Jun,0.076,221.4473684,2.18,17-Jul,0.0143,152.4475524,6.59,13-Aug,0.0445,148.0898876
8,2,4,Solidago canadensis,RW,33.61,13-Jun,0.157,214.0764331,6.97,17-Jul,0.0508,137.2047244,12.09,13-Aug,0.1229,98.3726607
8,2,4,Solidago canadensis,BRW,15.24,13-Jun,0.094,162.1276596,5.11,17-Jul,0.0393,130.0254453,2.9,13-Aug,0.018,161.1111111
8,2,4,Solidago nemoralis,RW,15.52,13-Jun,0.094,165.106383,11.71,17-Jul,0.0745,157.1812081,2.97,13-Aug,0.0243,122.2222222
8,2,4,Solidago nemoralis,BRW,6.89,13-Jun,0.033,208.7878788,6.38,17-Jul,0.0401,159.1022444,5.7,13-Aug,0.0598,95.31772575
8,2,4,Solidago nemoralis,BW,15.49,13-Jun,0.076,203.8157895,7.24,17-Jul,0.0436,166.0550459,9.71,13-Aug,0.0909,106.8206821
8,2,4,Solidago rigida,BW,21.9,13-Jun,0.105,208.5714286,66.22,17-Jul,0.2998,220.8805871,,13-Aug,,#DIV/0!
8,2,4,Solidago rigida,BRW,19.76,13-Jun,0.074,267.027027,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
8,2,4,Solidago rigida,RW,36.13,13-Jun,0.176,205.2840909,57.65,17-Jul,0.3531,163.268196,11.58,13-Aug,0.3546,32.65651438
8,2,4,Symphyotrichum ericoides,R,6.28,13-Jun,0.026,241.5384615,7.18,17-Jul,0.0292,245.890411,7.85,13-Aug,0.0372,211.0215054
8,2,4,Symphyotrichum ericoides,B,6.59,13-Jun,0.029,227.2413793,6.87,17-Jul,0.0365,188.2191781,5.66,13-Aug,0.0272,208.0882353
8,2,4,Symphyotrichum ericoides,BR,6.61,13-Jun,0.025,264.4,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
8,2,4,Symphyotrichum novae-angliae,RW,12.04,13-Jun,0.042,286.6666667,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
8,2,4,Symphyotrichum novae-angliae,BW,9.73,13-Jun,0.033,294.8484848,3.04,17-Jul,0.0122,249.1803279,3.41,13-Aug,0.013,262.3076923
8,2,4,Symphyotrichum novae-angliae,BRW,4.29,13-Jun,0.008,536.25,5.41,17-Jul,0.0206,262.6213592,4.14,13-Aug,0.0178,232.5842697
8,2,4,Taraxacum officinale,RW,9.42,13-Jun,0.027,348.8888889,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
9,0.5,1,Festuca rubra,RW,0.37,13-Jun,0.001,370,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
9,0.5,1,Festuca rubra,B,0.58,13-Jun,0.001,580,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
9,0.5,1,Festuca rubra,BRW,0.32,13-Jun,0.001,320,0.57,17-Jul,0.0076,75,,13-Aug,,#DIV/0!
9,0.5,1,Ratibida pinnata,RW,5.3,13-Jun,0.024,220.8333333,20.65,17-Jul,0.0958,215.5532359,14.57,13-Aug,0.1125,129.5111111
9,0.5,1,Ratibida pinnata,BRW,4.22,13-Jun,0.016,263.75,15.28,17-Jul,0.1032,148.0620155,32.49,13-Aug,0.2286,142.1259843
9,0.5,1,Ratibida pinnata,BW,27.2,13-Jun,0.165,164.8484848,32.08,17-Jul,0.1223,262.3058054,27.34,13-Aug,0.1541,177.4172615
9,0.5,1,Solidago canadensis,RW,23.32,13-Jun,,#DIV/0!,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
9,0.5,1,Solidago canadensis,BRW,19.09,13-Jun,,#DIV/0!,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
9,0.5,3,Festuca rubra,BR,0.35,13-Jun,0.001,350,0.77,17-Jul,0.0064,120.3125,,13-Aug,,#DIV/0!
9,0.5,3,Festuca rubra,BW,0.68,13-Jun,0.001,680,0.89,17-Jul,0.005,178,,13-Aug,,#DIV/0!
9,0.5,3,Festuca rubra,RW,3.03,13-Jun,0.045,67.33333333,0.94,17-Jul,0.0038,247.3684211,,13-Aug,,#DIV/0!
9,0.5,3,Monarda fistulosa,BRW,3.46,13-Jun,0.007,494.2857143,4.62,17-Jul,0.0145,318.6206897,5.88,13-Aug,0.0199,295.4773869
9,0.5,3,Monarda fistulosa,BW,6.16,13-Jun,0.023,267.826087,4.16,17-Jul,0.0217,191.7050691,8.5,13-Aug,0.0438,194.0639269
9,0.5,3,Monarda fistulosa,RW,13.79,13-Jun,0.054,255.3703704,5.31,17-Jul,0.0278,191.0071942,15.01,13-Aug,0.0833,180.1920768
9,0.5,3,Solidago canadensis,BW,3.83,13-Jun,0.023,166.5217391,8.76,17-Jul,0.067,130.7462687,2.49,13-Aug,0.0221,112.6696833
9,0.5,3,Solidago canadensis,BRW,7.49,13-Jun,0.036,208.0555556,5.59,17-Jul,0.0316,176.8987342,3.03,13-Aug,0.0246,123.1707317
9,0.5,3,Solidago canadensis,RW,4.32,13-Jun,0.019,227.3684211,8.58,17-Jul,0.0673,127.4888559,5.67,13-Aug,0.0632,89.71518987
9,0.5,3,Symphyotrichum novae-angliae,RW,11.56,13-Jun,0.047,245.9574468,7.66,17-Jul,0.0374,204.8128342,8.14,13-Aug,0.0427,190.6323185
9,0.5,3,Symphyotrichum novae-angliae,BW,11.76,13-Jun,0.055,213.8181818,17.46,17-Jul,0.0844,206.8720379,4.01,13-Aug,0.0172,233.1395349
9,0.5,3,Symphyotrichum novae-angliae,BRW,12.29,13-Jun,0.05,245.8,12.98,17-Jul,0.0698,185.9598854,2.3,13-Aug,0.015,153.3333333
9,2,2,Asclepias tuberosa,B,,,,#DIV/0!,9.76,,0.0464,210.3448276,,13-Aug,,#DIV/0!
9,2,2,Coreopsis tripteris,RW,21.21,13-Jun,0.155,136.8387097,23.42,17-Jul,0.24,97.58333333,6.76,13-Aug,0.0871,77.6119403
9,2,2,Festuca rubra,BR,0.57,13-Jun,0.001,570,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
9,2,2,Festuca rubra,BW,0.42,13-Jun,0.001,420,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
9,2,2,Festuca rubra,RW,0.27,13-Jun,0.001,270,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
9,2,2,Solidago canadensis,BR,22.17,13-Jun,0.095,233.3684211,13.28,17-Jul,0.117,113.5042735,2.01,13-Aug,0.0181,111.0497238
9,2,2,Solidago canadensis,RW,8.89,13-Jun,0.058,153.2758621,,17-Jul,,#DIV/0!,,13-Aug,,#DIV/0!
9,2,2,Solidago canadensis,BW,11.62,13-Jun,0.076,152.8947368,6.05,17-Jul,0.0404,149.7524752,3.48,13-Aug,0.0324,107.4074074
9,2,2,Solidago nemoralis,BRW,12.44,13-Jun,0.077,161.5584416,2.87,17-Jul,0.0154,186.3636364,4.28,13-Aug,0.0491,87.16904277
